txn_id,scheme_code,txn_date,txn_type,amount,units,nav,investor_id,state,kyc_status,folio_no
TXN101510,121009,2024-08-22,Lumpsum,500.0,70.2674,221.9385,INV1268,Kerala,KYC_VERIFIED,FOLIO188823
TXN101511,121019,2022-08-12,SIP,500.0,126.643,176.1208,INV1698,Telangana,KYC_VERIFIED,FOLIO842173
TXN101512,125497,2023-04-07,SIP,25000.0,149.8539,305.9179,INV4963,Telangana,KYC_VERIFIED,FOLIO113469
TXN101513,118989,2022-05-31,SIP,25000.0,52.0766,362.2763,INV8760,Rajasthan,KYC_VERIFIED,FOLIO542144
TXN101514,120333,2022-06-13,SIP,10000.0,169.0057,312.2537,INV2688,Maharashtra,KYC_VERIFIED,FOLIO620326
TXN101515,121015,2020-05-20,Lumpsum,2000.0,124.2108,71.5195,INV4122,Kerala,KYC_VERIFIED,FOLIO839506
TXN101516,121008,2022-06-30,Lumpsum,50000.0,165.5406,173.2736,INV8772,Delhi,KYC_PENDING,FOLIO515901
TXN101517,119551,2023-01-16,SIP,500.0,155.671,187.0438,INV9121,Tamil Nadu,KYC_VERIFIED,FOLIO683037
TXN101518,121019,2024-12-02,SIP,1000.0,56.6633,449.8994,INV4512,Maharashtra,KYC_PENDING,FOLIO880924
TXN101519,121008,2020-03-18,Lumpsum,500.0,110.7287,91.7817,INV5843,Karnataka,KYC_VERIFIED,FOLIO485082
TXN101520,121009,2023-08-09,SIP,500.0,13.4878,385.5425,INV8065,Rajasthan,KYC_VERIFIED,FOLIO541555
TXN101521,121009,2023-01-19,SIP,25000.0,21.6711,405.5733,INV3281,West Bengal,KYC_VERIFIED,FOLIO170803
TXN101522,121016,2024-11-18,SIP,10000.0,67.8685,260.052,INV6251,Telangana,KYC_REJECTED,FOLIO852909
TXN101523,119644,2023-10-12,Lumpsum,25000.0,140.1842,385.8057,INV3614,Tamil Nadu,KYC_VERIFIED,FOLIO215499
TXN101524,121003,2020-08-13,Redemption,2000.0,194.7334,429.0826,INV6374,Delhi,KYC_VERIFIED,FOLIO845049
TXN101525,121003,2023-12-20,SIP,10000.0,52.052,429.3256,INV7506,Tamil Nadu,KYC_VERIFIED,FOLIO268096
TXN101526,119092,2022-01-05,Redemption,50000.0,141.187,429.0905,INV3868,Rajasthan,KYC_VERIFIED,FOLIO113974
TXN101527,121012,2024-08-16,SIP,1000.0,146.4271,408.1479,INV1914,Telangana,KYC_VERIFIED,FOLIO487979
TXN101528,121010,2022-08-24,Lumpsum,10000.0,142.3408,145.4702,INV4318,Kerala,KYC_VERIFIED,FOLIO997708
TXN101529,118712,2021-07-12,SIP,1000.0,191.0803,289.9989,INV3517,Tamil Nadu,KYC_VERIFIED,FOLIO174822
TXN101530,121015,2022-03-25,SIP,50000.0,122.4156,388.1795,INV6788,Delhi,KYC_VERIFIED,FOLIO713660
TXN101531,121003,2020-03-10,SIP,5000.0,17.1123,208.5565,INV5128,West Bengal,KYC_VERIFIED,FOLIO507400
TXN101532,121017,2021-08-16,Lumpsum,50000.0,140.1147,359.2266,INV3787,Tamil Nadu,KYC_VERIFIED,FOLIO961435
TXN101533,118825,2023-02-01,Lumpsum,2000.0,70.1183,312.5721,INV4775,Tamil Nadu,KYC_VERIFIED,FOLIO177531
TXN101534,121012,2023-11-06,SIP,5000.0,119.3903,315.6306,INV3953,Karnataka,KYC_REJECTED,FOLIO699637
TXN101535,121009,2022-01-03,Redemption,500.0,28.4519,260.0218,INV5305,Delhi,KYC_PENDING,FOLIO930573
TXN101536,121001,2022-10-04,Redemption,50000.0,159.4256,359.8007,INV8760,Delhi,KYC_VERIFIED,FOLIO574618
TXN101537,120841,2022-11-02,Lumpsum,500.0,107.8257,427.2062,INV6385,West Bengal,KYC_VERIFIED,FOLIO248996
TXN101538,119551,2022-09-02,Lumpsum,25000.0,105.6141,390.6266,INV3018,West Bengal,KYC_VERIFIED,FOLIO327889
TXN101539,121016,2020-05-18,SIP,25000.0,13.734,145.7984,INV2019,Tamil Nadu,KYC_PENDING,FOLIO177288
TXN101540,121002,2021-08-19,Lumpsum,5000.0,161.5741,280.1575,INV6239,Delhi,KYC_VERIFIED,FOLIO504921
TXN101541,119386,2021-06-07,Redemption,50000.0,181.7192,45.6391,INV6255,Kerala,KYC_VERIFIED,FOLIO341196
TXN101542,121008,2022-03-09,Lumpsum,5000.0,23.4184,380.5276,INV3170,Tamil Nadu,KYC_VERIFIED,FOLIO498185
TXN101543,121019,2023-10-24,SIP,1000.0,20.3332,479.2925,INV4050,Rajasthan,KYC_VERIFIED,FOLIO185601
TXN101544,120178,2021-12-20,Lumpsum,5000.0,36.4417,165.9591,INV3002,Karnataka,KYC_VERIFIED,FOLIO765058
TXN101545,121002,2021-07-26,SIP,5000.0,130.3394,83.1159,INV1914,Rajasthan,KYC_VERIFIED,FOLIO118444
TXN101546,120178,2024-06-03,SIP,50000.0,138.931,58.9418,INV9764,Kerala,KYC_VERIFIED,FOLIO429612
TXN101547,120503,2022-09-15,Redemption,10000.0,12.2539,461.8625,INV6159,Delhi,KYC_VERIFIED,FOLIO731030
TXN101548,120841,2024-10-30,SIP,25000.0,96.5299,401.2399,INV8647,Maharashtra,KYC_VERIFIED,FOLIO304370
TXN101549,121007,2022-01-24,Redemption,5000.0,20.4382,32.0513,INV8399,Kerala,KYC_VERIFIED,FOLIO150676
TXN101550,120503,2023-01-10,SIP,50000.0,159.4956,475.403,INV4249,Tamil Nadu,KYC_PENDING,FOLIO123915
TXN101551,120712,2020-10-29,SIP,2000.0,125.7621,360.805,INV3167,Karnataka,KYC_VERIFIED,FOLIO558667
TXN101552,119386,2023-08-29,Lumpsum,500.0,35.0911,485.6957,INV3863,Tamil Nadu,KYC_REJECTED,FOLIO818264
TXN101553,121001,2020-07-08,Redemption,500.0,107.6589,311.0893,INV4282,Rajasthan,KYC_VERIFIED,FOLIO760399
TXN101554,121014,2023-01-24,Redemption,5000.0,101.3832,29.8255,INV4312,Delhi,KYC_REJECTED,FOLIO293568
TXN101555,120503,2022-10-06,Lumpsum,500.0,59.2742,100.5396,INV7176,Kerala,KYC_VERIFIED,FOLIO468110
TXN101556,121002,2024-01-02,Lumpsum,10000.0,173.1286,239.0956,INV4355,Telangana,KYC_PENDING,FOLIO863767
TXN101557,121015,2022-04-26,Lumpsum,1000.0,39.2824,151.5429,INV9921,Tamil Nadu,KYC_VERIFIED,FOLIO567683
TXN101558,121001,2022-11-28,SIP,2000.0,1.4839,77.7623,INV9185,West Bengal,KYC_REJECTED,FOLIO107569
TXN101559,119092,2022-01-19,SIP,1000.0,24.6156,191.5018,INV3780,Kerala,KYC_VERIFIED,FOLIO192823
TXN101560,119203,2021-01-11,Lumpsum,2000.0,103.8844,217.8542,INV2055,West Bengal,KYC_VERIFIED,FOLIO755965
TXN101561,121008,2020-09-08,Lumpsum,10000.0,148.6595,253.7751,INV1399,Telangana,KYC_VERIFIED,FOLIO680109
TXN101562,121017,2024-05-17,Lumpsum,2000.0,142.1017,316.2071,INV9138,Maharashtra,KYC_VERIFIED,FOLIO598396
TXN101563,121003,2022-10-20,SIP,25000.0,197.6852,222.2262,INV2625,Kerala,KYC_VERIFIED,FOLIO861763
TXN101564,121019,2021-01-26,Redemption,50000.0,115.1624,491.5947,INV6962,West Bengal,KYC_VERIFIED,FOLIO139867
TXN101565,121020,2024-05-17,Lumpsum,1000.0,114.3492,266.553,INV3454,Uttar Pradesh,KYC_PENDING,FOLIO315758
TXN101566,120465,2022-12-06,SIP,2000.0,132.8945,108.1851,INV5928,Karnataka,KYC_VERIFIED,FOLIO345405
TXN101567,121001,2020-01-06,Lumpsum,25000.0,33.1521,466.3379,INV3123,Uttar Pradesh,KYC_VERIFIED,FOLIO852275
TXN101568,121016,2021-05-07,Lumpsum,500.0,125.6999,230.1481,INV7973,Maharashtra,KYC_VERIFIED,FOLIO832205
TXN101569,119644,2022-05-12,Lumpsum,5000.0,46.5583,396.4091,INV5622,Uttar Pradesh,KYC_VERIFIED,FOLIO377258
TXN101570,119092,2022-08-12,Lumpsum,5000.0,147.5692,245.6129,INV2602,Gujarat,KYC_VERIFIED,FOLIO569215
TXN101571,121011,2020-09-08,SIP,10000.0,76.1483,400.7564,INV2473,Kerala,KYC_VERIFIED,FOLIO483967
TXN101572,120333,2022-07-11,Redemption,500.0,139.4426,229.2056,INV2410,Delhi,KYC_VERIFIED,FOLIO871644
TXN101573,118551,2020-11-06,SIP,2000.0,135.7128,430.3819,INV2312,Delhi,KYC_VERIFIED,FOLIO366467
TXN101574,118989,2022-01-11,Lumpsum,25000.0,153.9514,204.4572,INV6175,Gujarat,KYC_VERIFIED,FOLIO946486
TXN101575,118632,2020-10-07,Redemption,5000.0,55.0786,418.3462,INV2876,Telangana,KYC_VERIFIED,FOLIO890032
TXN101576,118551,2023-06-05,Lumpsum,5000.0,101.5419,361.4559,INV8653,Delhi,KYC_VERIFIED,FOLIO356950
TXN101577,119203,2024-09-19,Lumpsum,25000.0,15.352,234.2894,INV7531,Delhi,KYC_VERIFIED,FOLIO575227
TXN101578,121020,2022-04-04,SIP,25000.0,169.895,74.8146,INV3828,Tamil Nadu,KYC_VERIFIED,FOLIO438524
TXN101579,121012,2021-09-07,Redemption,2000.0,110.4726,476.8166,INV7221,Uttar Pradesh,KYC_VERIFIED,FOLIO493024
TXN101580,121003,2022-10-19,SIP,25000.0,53.5752,302.8892,INV3931,Uttar Pradesh,KYC_PENDING,FOLIO473479
TXN101581,120178,2020-10-26,Lumpsum,500.0,180.0236,449.1012,INV3701,Gujarat,KYC_VERIFIED,FOLIO266616
TXN101582,121014,2020-07-07,Lumpsum,5000.0,147.6928,185.1712,INV6889,Telangana,KYC_PENDING,FOLIO951394
TXN101583,121008,2022-06-08,SIP,500.0,183.8748,266.2575,INV5766,Karnataka,KYC_VERIFIED,FOLIO129480
TXN101584,121008,2021-07-12,SIP,10000.0,172.988,485.0968,INV3473,Delhi,KYC_VERIFIED,FOLIO464726
TXN101585,121015,2021-10-05,Redemption,5000.0,60.7844,309.5371,INV7357,Maharashtra,KYC_VERIFIED,FOLIO401227
TXN101586,121014,2023-04-18,SIP,2000.0,126.842,188.9554,INV3730,Rajasthan,KYC_VERIFIED,FOLIO450346
TXN101587,118712,2024-03-20,SIP,25000.0,46.9864,332.4341,INV1667,Tamil Nadu,KYC_VERIFIED,FOLIO825848
TXN101588,119203,2024-01-17,SIP,2000.0,58.7062,435.719,INV9436,West Bengal,KYC_VERIFIED,FOLIO765999
TXN101589,119203,2022-08-17,Lumpsum,2000.0,41.4537,50.8592,INV8685,Telangana,KYC_VERIFIED,FOLIO575002
TXN101590,120712,2020-07-23,Lumpsum,5000.0,34.6777,369.8824,INV7039,Telangana,KYC_VERIFIED,FOLIO293350
TXN101591,120178,2020-05-21,Redemption,500.0,186.9039,147.3394,INV6096,Karnataka,KYC_VERIFIED,FOLIO672274
TXN101592,119203,2024-08-16,Lumpsum,50000.0,4.1344,433.8458,INV2372,Uttar Pradesh,KYC_VERIFIED,FOLIO369692
TXN101593,120178,2020-02-20,Redemption,50000.0,105.1049,309.1446,INV3917,Rajasthan,KYC_VERIFIED,FOLIO547831
TXN101594,121011,2024-07-18,Lumpsum,2000.0,168.9329,14.7118,INV6769,Uttar Pradesh,KYC_VERIFIED,FOLIO532168
TXN101595,118712,2021-01-01,Lumpsum,1000.0,28.1125,149.5618,INV6226,Uttar Pradesh,KYC_VERIFIED,FOLIO423204
TXN101596,121005,2023-08-23,SIP,50000.0,51.1894,87.0978,INV6338,Gujarat,KYC_VERIFIED,FOLIO519249
TXN101597,121018,2021-11-22,SIP,10000.0,187.3098,312.7325,INV6811,West Bengal,KYC_VERIFIED,FOLIO766462
TXN101598,118890,2024-01-24,Redemption,50000.0,98.9468,396.3023,INV6131,Rajasthan,KYC_VERIFIED,FOLIO451670
TXN101599,120503,2023-03-21,Redemption,25000.0,156.2235,133.5445,INV3261,Rajasthan,KYC_REJECTED,FOLIO295243
TXN101600,119092,2024-10-16,Redemption,2000.0,158.4534,169.1166,INV3748,Uttar Pradesh,KYC_VERIFIED,FOLIO760224
TXN101601,121004,2020-05-01,Redemption,500.0,52.7981,426.262,INV4340,Karnataka,KYC_VERIFIED,FOLIO233432
TXN101602,121015,2022-04-04,Lumpsum,2000.0,17.6759,454.5988,INV6298,Karnataka,KYC_VERIFIED,FOLIO553998
TXN101603,118712,2023-03-03,SIP,2000.0,71.328,210.0271,INV7910,West Bengal,KYC_VERIFIED,FOLIO835286
TXN101604,120841,2024-12-16,SIP,1000.0,140.1354,99.8158,INV1244,Delhi,KYC_VERIFIED,FOLIO502141
TXN101605,119551,2023-03-28,SIP,25000.0,103.7231,441.2623,INV8148,Kerala,KYC_REJECTED,FOLIO302761
TXN101606,118551,2024-01-18,SIP,1000.0,51.1276,386.1664,INV7441,Gujarat,KYC_VERIFIED,FOLIO104500
TXN101607,118989,2020-05-07,SIP,50000.0,130.6111,89.239,INV3342,West Bengal,KYC_VERIFIED,FOLIO265341
TXN101608,121016,2022-02-08,Redemption,5000.0,64.481,366.9671,INV5953,Delhi,KYC_PENDING,FOLIO145268
TXN101609,119644,2023-01-12,Redemption,25000.0,156.4323,116.8947,INV5043,Tamil Nadu,KYC_VERIFIED,FOLIO814890
TXN101610,118825,2023-06-20,SIP,25000.0,108.0326,299.6802,INV8441,West Bengal,KYC_VERIFIED,FOLIO542532
TXN101611,118890,2022-03-08,Lumpsum,2000.0,178.5197,353.592,INV3851,Karnataka,KYC_VERIFIED,FOLIO848432
TXN101612,121002,2024-06-28,SIP,500.0,30.34,407.1437,INV1625,Karnataka,KYC_VERIFIED,FOLIO846953
TXN101613,119092,2020-01-29,SIP,2000.0,80.7808,149.3488,INV4013,West Bengal,KYC_VERIFIED,FOLIO797220
TXN101614,125497,2021-08-10,Redemption,500.0,137.6193,391.0205,INV3380,Gujarat,KYC_REJECTED,FOLIO649950
TXN101615,121011,2023-03-21,SIP,25000.0,128.5624,404.6664,INV8524,Delhi,KYC_VERIFIED,FOLIO460176
TXN101616,120178,2022-06-10,Redemption,10000.0,197.5845,305.4718,INV4371,Tamil Nadu,KYC_VERIFIED,FOLIO402130
TXN101617,120503,2023-11-27,Lumpsum,25000.0,127.7832,11.142,INV7447,Uttar Pradesh,KYC_PENDING,FOLIO149964
TXN101618,121015,2023-05-29,SIP,5000.0,190.2053,43.2257,INV1243,Gujarat,KYC_VERIFIED,FOLIO234535
TXN101619,120503,2022-04-22,Redemption,25000.0,126.9957,12.0531,INV2075,Rajasthan,KYC_PENDING,FOLIO791852
TXN101620,121015,2023-01-12,SIP,5000.0,24.7864,378.2263,INV4125,Karnataka,KYC_VERIFIED,FOLIO664803
TXN101621,118712,2021-07-01,Redemption,25000.0,158.4953,250.6783,INV8223,Karnataka,KYC_VERIFIED,FOLIO105077
TXN101622,121016,2023-09-15,Redemption,10000.0,59.6389,178.1501,INV7785,Kerala,KYC_VERIFIED,FOLIO205408
TXN101623,121012,2020-11-05,Lumpsum,5000.0,79.3673,419.5183,INV1073,Delhi,KYC_VERIFIED,FOLIO890360
TXN101624,118632,2021-04-16,Lumpsum,2000.0,125.6199,313.7735,INV7275,Maharashtra,KYC_VERIFIED,FOLIO872352
TXN101625,121012,2022-05-10,Lumpsum,1000.0,44.5402,191.75,INV2065,Telangana,KYC_VERIFIED,FOLIO536408
TXN101626,118551,2021-02-08,Lumpsum,500.0,156.2678,348.2642,INV8988,Kerala,KYC_VERIFIED,FOLIO466428
TXN101627,120465,2023-08-15,SIP,500.0,109.1498,39.7946,INV5933,Rajasthan,KYC_VERIFIED,FOLIO419323
TXN101628,120503,2023-09-21,Redemption,50000.0,159.8263,457.5086,INV2731,Kerala,KYC_VERIFIED,FOLIO383209
TXN101629,120333,2024-06-27,SIP,25000.0,159.5729,184.6256,INV5783,Maharashtra,KYC_REJECTED,FOLIO233123
TXN101630,120712,2024-07-01,Lumpsum,10000.0,134.4695,30.5141,INV7994,Telangana,KYC_VERIFIED,FOLIO962556
TXN101631,120503,2020-12-09,Redemption,500.0,110.8953,301.0797,INV5098,Maharashtra,KYC_VERIFIED,FOLIO829817
TXN101632,119644,2023-02-28,Redemption,50000.0,59.8813,443.2387,INV9776,West Bengal,KYC_VERIFIED,FOLIO410066
TXN101633,120465,2020-10-05,Lumpsum,50000.0,5.6351,117.3887,INV9571,Delhi,KYC_VERIFIED,FOLIO811127
TXN101634,118712,2024-02-14,SIP,50000.0,177.0087,444.4198,INV5652,Tamil Nadu,KYC_VERIFIED,FOLIO992434
TXN101635,120503,2020-08-11,SIP,500.0,173.5512,376.6248,INV9823,Rajasthan,KYC_VERIFIED,FOLIO782247
TXN101636,118890,2021-07-14,Redemption,25000.0,95.4608,113.0614,INV4274,Tamil Nadu,KYC_VERIFIED,FOLIO205991
TXN101637,121020,2024-11-08,SIP,50000.0,150.5508,420.2237,INV4067,Karnataka,KYC_VERIFIED,FOLIO182991
TXN101638,118632,2024-07-23,SIP,2000.0,12.2242,475.0299,INV7725,Kerala,KYC_VERIFIED,FOLIO688632
TXN101639,119092,2024-02-01,Lumpsum,25000.0,113.2139,54.5822,INV2807,Gujarat,KYC_VERIFIED,FOLIO803597
TXN101640,121010,2024-02-21,Lumpsum,50000.0,50.8969,499.1173,INV8857,Gujarat,KYC_VERIFIED,FOLIO203549
TXN101641,118890,2020-08-28,SIP,25000.0,172.5979,163.3301,INV2489,Karnataka,KYC_REJECTED,FOLIO678947
TXN101642,121019,2021-07-15,SIP,2000.0,27.7457,214.8446,INV4478,Gujarat,KYC_VERIFIED,FOLIO748307
TXN101643,121005,2020-01-30,Lumpsum,50000.0,140.298,349.9817,INV2973,Kerala,KYC_VERIFIED,FOLIO889746
TXN101644,118551,2023-12-06,Lumpsum,10000.0,5.0715,172.0297,INV9871,Rajasthan,KYC_VERIFIED,FOLIO426164
TXN101645,121019,2021-02-09,Lumpsum,500.0,139.5868,62.3835,INV5341,Uttar Pradesh,KYC_VERIFIED,FOLIO306848
TXN101646,119203,2023-10-12,Lumpsum,500.0,150.8515,440.1104,INV6855,Karnataka,KYC_VERIFIED,FOLIO826897
TXN101647,118712,2023-08-25,SIP,2000.0,130.7144,287.1925,INV1016,Kerala,KYC_VERIFIED,FOLIO400049
TXN101648,119775,2021-08-23,Redemption,2000.0,94.2348,294.7049,INV4731,Tamil Nadu,KYC_VERIFIED,FOLIO953219
TXN101649,121008,2024-11-05,SIP,25000.0,37.4013,147.4159,INV2082,Kerala,KYC_VERIFIED,FOLIO758460
TXN101650,120841,2020-12-08,Redemption,10000.0,126.3203,95.0552,INV3492,Delhi,KYC_VERIFIED,FOLIO416721
TXN101651,121003,2022-09-08,SIP,1000.0,145.8215,406.5407,INV1848,Rajasthan,KYC_PENDING,FOLIO723755
TXN101652,121012,2024-01-23,SIP,25000.0,132.3338,363.719,INV1762,Telangana,KYC_VERIFIED,FOLIO971113
TXN101653,120594,2021-03-09,Redemption,25000.0,178.4152,237.5718,INV8137,Gujarat,KYC_PENDING,FOLIO219481
TXN101654,118890,2020-10-12,SIP,10000.0,53.1074,144.456,INV9537,Karnataka,KYC_VERIFIED,FOLIO944741
TXN101655,119386,2020-01-29,Lumpsum,5000.0,123.7353,129.9215,INV6319,Telangana,KYC_VERIFIED,FOLIO425502
TXN101656,119092,2020-06-02,Lumpsum,2000.0,171.3018,269.3728,INV5804,Maharashtra,KYC_VERIFIED,FOLIO864086
TXN101657,121005,2021-11-11,Redemption,5000.0,160.5434,309.2169,INV8277,Telangana,KYC_VERIFIED,FOLIO544311
TXN101658,121018,2023-01-12,Lumpsum,25000.0,53.2964,13.2189,INV9238,Rajasthan,KYC_VERIFIED,FOLIO653932
TXN101659,121009,2023-11-23,SIP,500.0,119.4939,107.4602,INV9485,West Bengal,KYC_VERIFIED,FOLIO670596
TXN101660,121017,2024-10-18,SIP,1000.0,2.1163,86.6549,INV6175,Telangana,KYC_VERIFIED,FOLIO549400
TXN101661,120841,2022-09-19,Redemption,1000.0,145.5813,435.4628,INV2435,Telangana,KYC_VERIFIED,FOLIO788002
TXN101662,120712,2021-07-02,SIP,500.0,168.0699,30.1686,INV4681,Uttar Pradesh,KYC_VERIFIED,FOLIO326486
TXN101663,121007,2022-01-11,SIP,1000.0,189.9327,86.3079,INV4223,Telangana,KYC_VERIFIED,FOLIO622437
TXN101664,121019,2024-12-30,SIP,25000.0,196.7392,66.0852,INV3487,Maharashtra,KYC_VERIFIED,FOLIO873636
TXN101665,118551,2020-11-12,SIP,5000.0,3.373,290.8326,INV8147,West Bengal,KYC_VERIFIED,FOLIO988343
TXN101666,121013,2021-10-04,Lumpsum,500.0,135.1168,81.4694,INV5803,Telangana,KYC_PENDING,FOLIO998287
TXN101667,121017,2024-09-30,SIP,25000.0,65.26,118.6239,INV5777,West Bengal,KYC_VERIFIED,FOLIO955680
TXN101668,121003,2020-02-28,Lumpsum,50000.0,125.5128,130.7949,INV7550,Uttar Pradesh,KYC_VERIFIED,FOLIO760096
TXN101669,121011,2021-03-30,SIP,2000.0,32.4128,169.3284,INV6005,Tamil Nadu,KYC_VERIFIED,FOLIO945495
TXN101670,118551,2022-11-17,Redemption,2000.0,36.9148,170.4206,INV8466,Karnataka,KYC_VERIFIED,FOLIO126436
TXN101671,120503,2021-10-12,Redemption,5000.0,149.9041,383.9582,INV1384,Kerala,KYC_PENDING,FOLIO999304
TXN101672,119092,2021-11-26,SIP,50000.0,118.3053,302.9662,INV5470,Maharashtra,KYC_REJECTED,FOLIO537648
TXN101673,121014,2022-07-19,Lumpsum,50000.0,197.6501,227.5707,INV1128,Karnataka,KYC_VERIFIED,FOLIO494995
TXN101674,119203,2024-08-20,Lumpsum,25000.0,34.7612,19.8361,INV9654,Gujarat,KYC_VERIFIED,FOLIO847595
TXN101675,121012,2023-10-04,Redemption,2000.0,32.5454,139.6836,INV6848,Maharashtra,KYC_VERIFIED,FOLIO795591
TXN101676,118632,2022-05-09,Redemption,2000.0,10.4784,449.3891,INV8192,Uttar Pradesh,KYC_VERIFIED,FOLIO210837
TXN101677,119775,2021-03-15,Redemption,25000.0,3.0601,216.4797,INV1685,Kerala,KYC_VERIFIED,FOLIO701644
TXN101678,121011,2020-08-19,SIP,2000.0,13.0305,418.2167,INV3872,Kerala,KYC_VERIFIED,FOLIO914389
TXN101679,118551,2024-03-28,SIP,25000.0,115.8276,393.9306,INV7530,Maharashtra,KYC_VERIFIED,FOLIO729113
TXN101680,121019,2021-07-02,SIP,10000.0,125.0827,114.1494,INV3412,Tamil Nadu,KYC_VERIFIED,FOLIO299912
TXN101681,121020,2020-12-11,Redemption,5000.0,62.6499,391.2001,INV5575,Uttar Pradesh,KYC_VERIFIED,FOLIO638459
TXN101682,120594,2020-05-28,Lumpsum,500.0,110.3792,117.6281,INV1423,Uttar Pradesh,KYC_VERIFIED,FOLIO943890
TXN101683,118632,2024-10-16,Redemption,50000.0,188.652,398.4352,INV1990,Telangana,KYC_PENDING,FOLIO232972
TXN101684,119775,2023-03-08,Lumpsum,50000.0,73.0137,206.8976,INV2021,Gujarat,KYC_VERIFIED,FOLIO995792
TXN101685,120178,2022-10-10,Lumpsum,10000.0,135.8899,68.8736,INV8982,West Bengal,KYC_VERIFIED,FOLIO538184
TXN101686,121017,2023-03-29,Lumpsum,50000.0,42.8933,345.0357,INV3115,Kerala,KYC_VERIFIED,FOLIO540534
TXN101687,120465,2024-03-29,Redemption,500.0,175.8674,140.0631,INV7590,Kerala,KYC_VERIFIED,FOLIO711241
TXN101688,121015,2020-03-02,SIP,50000.0,13.5943,370.073,INV5725,Delhi,KYC_VERIFIED,FOLIO947888
TXN101689,121002,2023-05-26,SIP,500.0,196.808,178.5416,INV6374,Rajasthan,KYC_VERIFIED,FOLIO974163
TXN101690,121014,2022-11-10,Lumpsum,2000.0,1.8915,291.9143,INV4515,Karnataka,KYC_PENDING,FOLIO325658
TXN101691,121018,2023-12-01,SIP,50000.0,78.5593,334.2477,INV4677,Gujarat,KYC_PENDING,FOLIO645766
TXN101692,118551,2022-03-18,Lumpsum,2000.0,100.0601,444.9824,INV4293,West Bengal,KYC_VERIFIED,FOLIO286720
TXN101693,121020,2021-07-13,SIP,500.0,190.7777,395.0318,INV3995,Kerala,KYC_VERIFIED,FOLIO944065
TXN101694,121011,2021-06-10,SIP,2000.0,9.0138,45.1473,INV6570,Gujarat,KYC_VERIFIED,FOLIO275736
TXN101695,119386,2023-12-28,Redemption,10000.0,39.2217,391.0325,INV3107,Karnataka,KYC_PENDING,FOLIO389706
TXN101696,118712,2020-08-18,SIP,2000.0,63.5422,252.6839,INV2525,Gujarat,KYC_VERIFIED,FOLIO546718
TXN101697,121012,2022-09-28,SIP,500.0,184.8123,216.6661,INV6240,Gujarat,KYC_VERIFIED,FOLIO338864
TXN101698,121012,2024-05-16,SIP,25000.0,182.1956,225.2064,INV7326,Maharashtra,KYC_VERIFIED,FOLIO111938
TXN101699,120503,2024-09-16,Redemption,500.0,3.7091,468.5714,INV4519,Uttar Pradesh,KYC_VERIFIED,FOLIO292553
TXN101700,125497,2020-10-23,Redemption,500.0,57.9281,94.6404,INV8350,Gujarat,KYC_VERIFIED,FOLIO914191
TXN101701,118551,2022-03-29,Redemption,50000.0,122.023,472.6034,INV9053,Karnataka,KYC_VERIFIED,FOLIO416142
TXN101702,121008,2022-03-01,Redemption,500.0,139.3894,306.7869,INV4147,West Bengal,KYC_VERIFIED,FOLIO354284
TXN101703,120465,2023-07-14,SIP,10000.0,91.1522,137.4023,INV2995,Karnataka,KYC_VERIFIED,FOLIO569668
TXN101704,121013,2023-04-14,SIP,25000.0,28.1296,228.8985,INV6141,Tamil Nadu,KYC_VERIFIED,FOLIO535478
TXN101705,120712,2021-03-17,Lumpsum,500.0,186.3442,282.6089,INV6272,Uttar Pradesh,KYC_VERIFIED,FOLIO189404
TXN101706,121013,2023-10-17,Lumpsum,500.0,123.1602,279.1798,INV1954,West Bengal,KYC_VERIFIED,FOLIO186816
TXN101707,121005,2020-11-27,Lumpsum,500.0,197.0605,282.301,INV2734,Delhi,KYC_VERIFIED,FOLIO736947
TXN101708,121017,2023-09-18,Lumpsum,5000.0,87.57,326.3183,INV3312,Uttar Pradesh,KYC_VERIFIED,FOLIO200040
TXN101709,118551,2021-02-03,SIP,1000.0,121.0093,161.9367,INV1786,West Bengal,KYC_VERIFIED,FOLIO459568
TXN101710,120712,2023-08-07,Lumpsum,10000.0,100.7689,251.4917,INV5362,Telangana,KYC_VERIFIED,FOLIO870905
TXN101711,119092,2020-02-25,SIP,500.0,115.9997,382.4886,INV7578,Karnataka,KYC_VERIFIED,FOLIO128199
TXN101712,121006,2023-07-11,Redemption,25000.0,69.1826,315.2792,INV7240,Gujarat,KYC_PENDING,FOLIO789138
TXN101713,121010,2023-03-13,Lumpsum,2000.0,144.5269,404.195,INV2067,Gujarat,KYC_VERIFIED,FOLIO545857
TXN101714,118989,2023-04-21,SIP,25000.0,27.4488,285.1141,INV5003,Gujarat,KYC_VERIFIED,FOLIO990889
TXN101715,121015,2022-07-29,SIP,50000.0,191.8663,177.4438,INV2905,Karnataka,KYC_VERIFIED,FOLIO600740
TXN101716,118551,2022-02-11,Redemption,2000.0,153.8798,320.7371,INV6363,Karnataka,KYC_VERIFIED,FOLIO902848
TXN101717,121006,2022-08-04,Redemption,500.0,160.9468,359.9413,INV3384,Delhi,KYC_VERIFIED,FOLIO653312
TXN101718,121007,2020-11-30,SIP,500.0,46.1501,300.8029,INV8084,Maharashtra,KYC_VERIFIED,FOLIO373205
TXN101719,121012,2024-01-02,SIP,2000.0,7.585,47.9224,INV6156,Maharashtra,KYC_VERIFIED,FOLIO956148
TXN101720,118632,2024-05-08,Redemption,5000.0,176.0939,118.5016,INV7279,Tamil Nadu,KYC_REJECTED,FOLIO889000
